snp-dists 0.7.0	PG1	PG10	PG100	PG101	PG102	PG103	PG104	PG105	PG106	PG107	PG108	PG109	PG11	PG110	PG111	PG112	PG113	PG114	PG115	PG116	PG117	PG118	PG119	PG12	PG120	PG121	PG122	PG123	PG124	PG125	PG126	PG127	PG128	PG129	PG13	PG130	PG131	PG132	PG133	PG134	PG135	PG136	PG137	PG138	PG139	PG14	PG140	PG141	PG142	PG143	PG144	PG145	PG146	PG147	PG148	PG149	PG15	PG150	PG151	PG152	PG153	PG154	PG155	PG156	PG157	PG158	PG159	PG16	PG160	PG161	PG162	PG163	PG164	PG165	PG166	PG167	PG168	PG169	PG17	PG170	PG171	PG172	PG173	PG174	PG175	PG176	PG177	PG178	PG179	PG18	PG180	PG181	PG182	PG183	PG184	PG185	PG186	PG187	PG188	PG189	PG19	PG190	PG191	PG192	PG193	PG194	PG195	PG196	PG197	PG198	PG199	PG2	PG20	PG200	PG201	PG202	PG203	PG204	PG205	PG206	PG207	PG208	PG209	PG21	PG210	PG211	PG212	PG213	PG214	PG215	PG216	PG217	PG218	PG219	PG22	PG220	PG221	PG222	PG223	PG224	PG225	PG226	PG227	PG228	PG229	PG23	PG230	PG231	PG232	PG233	PG234	PG235	PG236	PG237	PG238	PG239	PG24	PG240	PG241	PG242	PG243	PG244	PG245	PG246	PG247	PG248	PG249	PG25	PG250	PG251	PG252	PG253	PG254	PG255	PG256	PG257	PG258	PG259	PG26	PG260	PG261	PG262	PG263	PG264	PG265	PG266	PG267	PG268	PG269	PG27	PG270	PG271	PG272	PG273	PG274	PG275	PG276	PG277	PG278	PG279	PG28	PG280	PG281	PG282	PG283	PG284	PG285	PG286	PG287	PG288	PG289	PG29	PG290	PG291	PG292	PG293	PG294	PG295	PG296	PG297	PG298	PG299	PG3	PG30	PG300	PG301	PG302	PG303	PG304	PG305	PG306	PG307	PG308	PG309	PG31	PG310	PG311	PG312	PG313	PG314	PG315	PG316	PG317	PG318	PG319	PG32	PG320	PG321	PG322	PG323	PG324	PG325	PG326	PG327	PG328	PG329	PG33	PG330	PG331	PG332	PG333	PG334	PG335	PG336	PG337	PG338	PG339	PG34	PG340	PG341	PG342	PG343	PG344	PG345	PG346	PG347	PG348	PG349	PG35	PG350	PG36	PG37	PG38	PG39	PG4	PG40	PG41	PG42	PG43	PG44	PG45	PG46	PG47	PG48	PG49	PG5	PG50	PG51	PG52	PG53	PG54	PG55	PG56	PG57	PG58	PG59	PG6	PG60	PG61	PG62	PG63	PG64	PG65	PG66	PG67	PG68	PG69	PG7	PG70	PG71	PG72	PG73	PG74	PG75	PG76	PG77	PG78	PG79	PG8	PG80	PG81	PG82	PG83	PG84	PG85	PG86	PG87	PG88	PG89	PG9	PG90	PG91	PG92	PG93	PG94	PG95	PG96	PG97	PG98	PG99	Reference
PG183	14854	1120	14401	15976	15599	15570	52	15921	14411	16014	15913	14971	15473	15876	14660	15735	14685	14824	15153	14696	15542	14391	15466	15616	15230	16050	14828	15926	1592	15871	14955	15341	14240	15080	15449	14692	15745	15369	2893	16014	15145	14858	14938	15175	15358	15499	14900	16024	15193	15496	14374	15957	14693	14645	14834	15988	14099	14667	15003	15995	14963	14739	14960	15851	15913	14636	53	14019	15098	15740	14705	14742	15991	14661	1398	15898	2752	16012	15250	16000	15199	479	14874	14831	14995	14855	14380	14780	14806	15888	14464	14635	15457	0	60	15049	14410	14945	15693	14408	14413	15896	2906	14410	16025	15952	15350	15679	13952	14405	14667	14767	15192	14695	14395	14433	15353	14931	14948	15147	15165	14810	14756	15978	15914	14598	14412	15731	14584	14436	14406	15148	15152	15974	15983	1830	14925	15185	16021	14863	14427	15200	16002	14954	15884	15137	16043	14973	14985	14409	15895	14668	14874	14657	13381	14661	15144	15917	15371	15668	16004	15465	15250	14662	15063	2905	14509	15102	14974	14973	14675	15178	14957	14831	15244	14970	15366	14362	15213	14424	15161	16463	14950	14884	14859	14408	15159	14428	15989	15153	15912	15934	14434	16002	15621	14971	14765	14795	14703	15913	15020	15188	15529	15181	14416	56	14354	14912	14429	14939	13388	14923	15176	14380	14960	15159	16007	15087	15288	15175	16004	15748	14703	14946	13398	15299	15130	14434	14486	15995	14808	15181	15126	15993	14299	15993	15713	14406	15193	15995	15293	15053	16075	14893	14149	15183	14970	14284	15971	14960	15612	16025	15168	14895	14980	14952	2896	15367	14989	16036	14988	15175	15579	16000	14951	1708	14581	15197	15979	14163	14952	15575	15203	14571	15528	16001	14913	14310	14569	14911	15262	1512	16008	15383	15269	14746	14962	14767	14852	15216	16000	15153	15902	15177	15351	15524	15610	14972	2891	14961	14191	1525	14681	14458	14121	15311	14455	14672	14407	14963	15153	14968	15365	14817	14955	15741	15153	14659	56	15181	15135	15033	16052	15888	14679	14620	15046	15599	14654	15755	15375	15210	14306	16039	15152	15687	14958	13762	14395	1933	15139	15859	14683	16288	15375	14468	14652	16008	15339	59	15936
PG184	14859	1104	14392	15999	15620	15596	45	15977	14398	16032	15966	14963	15500	15920	14682	15735	14705	14812	15170	14705	15567	14404	15472	15637	15223	16070	14843	15980	1577	15892	14946	15344	14246	15106	15486	14712	15773	15393	2870	16026	15166	14850	14940	15191	15377	15529	14910	16051	15185	15521	14367	15982	14713	14630	14794	16011	14059	14675	15019	16021	14963	14743	14949	15902	15967	14624	47	13981	15106	15742	14732	14754	16011	14685	1379	15951	2732	16026	15229	16014	15190	460	14878	14823	14977	14847	14379	14775	14809	15947	14464	14622	15470	60	0	15048	14401	14940	15697	14420	14408	15950	2880	14409	16061	15971	15373	15685	13912	14368	14687	14781	15184	14713	14395	14437	15378	14927	14943	15156	15153	14813	14749	15996	15969	14616	14410	15728	14595	14426	14402	15155	15163	15996	16002	1812	14944	15204	16043	14888	14423	15191	16019	14941	15921	15149	16068	14971	14988	14404	15893	14691	14882	14677	13339	14681	15167	15970	15394	15689	16022	15468	15256	14674	15064	2889	14534	15110	14976	14969	14703	15189	14955	14853	15259	14960	15392	14328	15224	14422	15168	16490	14945	14891	14853	14400	15177	14422	16010	15163	15964	15990	14430	16023	15645	14972	14756	14807	14729	15966	15021	15206	15540	15174	14407	57	14345	14898	14419	14938	13345	14925	15192	14374	14956	15174	16022	15092	15300	15188	16024	15747	14723	14949	13367	15312	15145	14424	14511	16018	14811	15195	15130	16012	14306	16011	15711	14402	15206	16013	15302	15059	16099	14904	14164	15189	14970	14293	15985	14962	15640	16044	15177	14912	14977	14958	2871	15381	14992	16057	14984	15178	15607	16020	14957	1689	14580	15212	15998	14177	14949	15597	15223	14587	15534	16015	14909	14327	14585	14916	15265	1492	16028	15406	15294	14746	14955	14756	14863	15234	16021	15170	15899	15188	15373	15560	15636	14976	2864	14952	14186	1504	14705	14450	14136	15332	14475	14704	14403	14962	15138	14960	15391	14827	14956	15742	15167	14681	47	15179	15137	15040	16056	15923	14671	14610	15036	15619	14672	15753	15401	15245	14299	16041	15162	15692	14969	13767	14390	1919	15151	15889	14699	16307	15395	14460	14682	16024	15360	53	15993
PG185	14310	15073	13897	15123	14379	14938	15044	15132	13903	15139	15127	14040	14842	14910	13766	15301	13819	14456	568	14262	14949	14405	15736	14930	15966	15155	14283	15149	15185	14996	204	15413	14564	15179	14620	13801	14909	15528	15392	15129	13961	14479	183	13954	15514	14688	14389	14719	15938	15806	13869	15086	13798	15390	14823	14446	14026	14964	14549	15131	204	14646	197	15024	15123	15398	15067	14224	13216	15295	13786	15038	15119	13760	14774	15125	15153	15135	15179	15119	15964	15110	14198	14417	15389	14470	13883	14898	14259	15138	14694	15417	13914	15049	15048	0	13905	194	15281	14380	13900	15103	15341	13902	14779	15098	15505	14639	14137	14247	13765	14270	15924	13785	13894	13911	15505	13995	198	13938	15907	14529	14662	15087	15130	7439	13881	15283	7432	13890	13880	13946	561	15135	15130	15092	14870	13955	15141	15222	13898	15115	15149	14997	15047	13922	15127	213	209	13917	15066	13789	14840	13763	14253	13754	13929	15140	15512	15009	15111	5828	14530	14620	208	15353	14558	14045	196	14041	13772	13972	194	14948	14514	193	15504	14289	14379	13920	14566	15140	190	14500	14475	13920	13975	13917	15113	14591	15124	15143	13940	15119	15010	188	14644	15120	13809	15130	14608	569	14501	15734	13918	15058	13880	14458	13924	208	14268	185	13979	13873	14049	13961	15123	14053	15316	13963	15143	15318	14911	213	14263	15318	13992	13915	8282	15125	14866	13986	14090	15102	14651	15100	15282	13906	13980	15083	15132	15200	15143	14923	14213	557	191	14743	15063	14046	14970	15160	567	14381	14029	192	15387	14952	197	15097	207	557	14971	15113	198	15150	14882	13961	15072	14243	207	14969	13989	7430	14807	15131	14008	14912	7419	14867	15294	15162	15132	15536	15064	14654	187	14324	14315	13966	15149	559	15091	13924	15469	10042	14992	184	15358	200	15292	15168	13760	13910	14180	15093	8305	13773	13913	198	15370	203	15534	14294	188	15297	13931	13773	15056	554	15368	163	15905	15048	14706	14702	15350	15021	13758	15305	15536	13843	14634	15880	13943	15583	196	14024	13897	14989	13929	15332	13769	14872	15511	14749	13760	15134	15499	15057	15139
PG186	14616	14279	34	15937	15770	15663	14380	16216	42	15957	16207	14858	15525	15952	14738	16354	14727	14955	13899	15675	15620	14291	15755	15849	6497	16043	14585	16231	14468	15899	13889	15425	15017	15931	15819	14746	15810	15841	14902	15965	15736	14980	13902	15765	15824	15826	14590	16233	6472	15728	36	15959	14768	15436	15467	15736	14958	15417	14839	15954	13930	15859	13923	16200	16205	15449	14391	14930	15431	16334	14762	14991	15939	14729	14531	16190	14557	15953	15573	15962	6481	14267	14824	14951	15507	14977	33	15470	15584	16190	15461	15441	15322	14410	14401	13905	0	13883	16217	14271	36	16191	14870	41	16239	15932	15840	15389	14922	14847	14741	14625	6456	14760	36	38	15805	14808	13910	15736	6457	15653	15860	15912	16188	14843	31	16325	14806	36	48	15711	13890	15945	15944	14662	15616	15799	15960	15098	41	16211	15974	15516	16181	15704	16014	13935	13955	39	16456	14754	14741	14729	14715	14736	15743	16212	15825	15890	15968	15364	15416	15739	13926	14862	15420	14436	13906	14864	14731	15775	13906	15579	15450	13907	15800	14856	14884	44	15476	16805	13894	15597	14976	37	15750	42	15950	15503	16189	16224	46	15950	15711	13887	15872	15012	14778	16207	15276	13933	14861	7036	49	14401	38	14967	42	13929	14747	13888	15755	43	14876	15745	15954	14402	15533	15760	15967	16297	15141	13897	14704	15536	15749	39	14405	15950	15814	15758	14462	15946	15301	15948	16347	32	15779	15928	16271	15318	16071	14706	14923	13892	13902	15231	15913	14850	15710	15985	13905	14662	14848	13906	14905	16212	13910	15994	13923	13927	15664	15922	13910	14766	14690	15763	15930	14960	13905	15666	15801	14834	16220	15956	14808	15657	14815	15105	15495	14688	15947	15844	15510	15874	13883	14970	14644	15765	15957	13895	16460	15722	15807	15578	15694	13928	14877	13924	16071	14693	14780	37	14964	15360	14354	14748	29	13904	15560	13926	15837	14602	13906	16344	15717	14742	14392	13892	15399	13904	15703	16172	15654	15465	15747	15394	14739	16378	15842	15646	15287	15709	15718	15348	13906	14954	43	14582	15709	15871	14725	16777	15825	15686	14716	15970	15825	14397	16230
PG187	14314	14974	13877	15037	14251	14866	14935	15014	13880	15060	15009	13927	14762	14834	13762	15234	13763	14403	550	14157	14871	14349	15618	14848	15881	15068	14290	15028	15081	14921	77	15317	14473	15109	14529	13801	14828	15497	15291	15053	13917	14435	34	13902	15481	14580	14397	14590	15857	15691	13845	15013	13793	15315	14836	14377	13996	14865	14468	15065	104	14569	75	15010	15008	15323	14959	14217	13116	15227	13793	15048	15050	13759	14685	15005	15061	15062	15088	15044	15875	15014	14098	14419	15240	14419	13856	14875	14170	15019	14640	15333	13921	14945	14940	194	13883	0	15215	14335	13878	14991	15246	13880	14649	15021	15477	14561	14131	14219	13760	14275	15841	13780	13891	13901	15473	13886	87	13889	15824	14431	14565	15009	15008	7309	13861	15219	7312	13874	13869	13893	554	15061	15059	14995	14802	13904	15074	15149	13880	14989	15079	14974	14970	13878	15046	127	112	13892	14970	13788	14766	13769	14253	13750	13887	15020	15480	14931	15037	5753	14511	14521	188	15253	14471	13948	41	13942	13774	13931	43	14877	14438	45	15476	14279	14277	13898	14580	15022	81	14494	14424	13905	13926	13895	15040	14608	15005	15022	13918	15051	14934	33	14556	15043	13815	15015	14631	571	14402	15645	13898	14951	13865	14393	13892	112	14271	74	13931	13854	13940	13926	15054	13948	15302	13933	15072	15250	14821	108	14274	15309	13938	13894	8148	15055	14849	13946	14002	15028	14573	15028	15219	13890	13934	15009	15042	15194	15073	14870	14122	549	40	14645	14986	13936	14897	15091	566	14383	13930	90	15292	14822	45	15027	87	556	14893	15043	92	15054	14820	13915	15004	14156	99	14895	13939	7310	14814	15061	13901	14858	7299	14863	15281	15068	15062	15507	14975	14569	22	14319	14323	13924	15075	558	14993	13881	15437	10043	14915	30	15261	84	15226	15066	13769	13896	14094	15000	8167	13774	13887	40	15271	74	15499	14295	30	15233	13883	13763	14948	554	15281	174	15836	14971	14575	14578	15271	14949	13762	15236	15513	13816	14545	15835	13896	15516	32	14041	13876	14884	13875	15244	13767	14848	15471	14746	13760	15068	15472	14945	15020
PG188	15252	15496	16258	16384	15995	16267	15641	5362	16273	16416	5357	15114	16025	5505	14866	31	14917	14441	15375	15569	16207	15330	14844	16397	15742	16440	15206	5372	15838	16352	15208	15589	14909	15765	15481	14902	16415	16145	15569	16414	15660	14498	15215	15678	16148	15495	15369	17035	15711	14795	16224	16373	14907	16409	15384	16592	14867	15168	14548	16389	15219	16259	15227	5296	5349	16425	15670	14713	15882	37	14930	15113	16380	14859	15486	5359	15317	16416	2628	16402	15724	15635	14960	14441	16479	14489	16206	15514	16074	5360	15225	16412	15484	15693	15697	15281	16217	15215	0	15335	16242	5334	15529	16238	17026	16360	16120	16165	14655	15182	14876	15138	15746	14891	16227	16256	16107	15064	15200	15641	15688	15659	16247	16352	5348	15128	16234	40	15105	16221	16232	15656	15372	16418	16395	15720	15958	15681	16416	15139	16278	16275	16409	15600	6037	15639	16458	15260	15273	16258	16554	14862	15281	14855	14858	14855	15674	5369	16121	16378	16396	15302	15630	15690	15330	15540	15293	14983	15225	15103	14859	15716	15214	15663	15610	15218	16149	15010	15064	16253	15143	17327	15198	13633	14437	16247	15691	16263	16362	15162	5348	5363	16263	16394	16273	15235	16254	15172	14938	5370	14810	15422	15395	15835	16236	15680	16190	14447	16231	15202	14832	15182	15676	16246	15080	15679	16385	14989	15368	15672	16414	23	15468	15186	14813	15347	15664	16276	15219	16388	15423	15687	15006	16364	14856	16364	45	16245	15675	16357	16343	15280	16421	15960	14514	15414	15223	15206	16338	15120	16247	16443	15381	15301	15067	15233	15587	15563	15243	16418	15251	15404	16207	16389	15224	15546	15251	15685	16336	14562	15201	16243	15721	15124	16386	16425	14956	15685	15118	13885	15311	15577	16384	16170	15924	16264	15212	14552	15275	15675	16390	15383	16595	15692	16093	14924	16254	15225	15547	15229	15340	15602	14884	16263	14524	15028	15165	14886	16245	15208	16376	15245	16197	15211	15212	40	15628	14885	15690	15402	15592	15263	16243	6038	15719	15540	16800	15118	14865	41	16143	15903	14864	16275	15633	16238	15218	14445	16236	15622	15589	15139	14886	17355	16121	15179	14860	16414	16124	15687	5352
PG189	7218	14450	14271	14915	14701	15030	14399	15597	14259	14916	15578	13922	15098	15365	13878	15375	13891	14116	14296	13775	15028	47	14691	15032	15384	14933	7179	15601	14448	14806	14342	15232	13507	15026	13848	13893	15055	15080	14797	14911	14522	14130	14316	14542	15084	13891	7402	14950	15358	14679	14248	14863	13883	14587	14026	14863	13000	14170	14064	14922	14366	13774	14345	15541	15584	14578	14416	13142	14553	15369	13898	8387	14903	13877	14425	15583	14413	14920	15205	14918	15372	14460	14071	14109	14560	14137	14252	13924	13909	15592	14024	14580	14764	14408	14420	14380	14271	14335	15335	0	14262	15575	14773	14258	14725	14898	15086	15040	13337	13077	13871	7309	15338	13889	14262	14278	15060	13871	14337	14496	15313	14104	13792	14876	15579	14779	14264	15346	14759	14242	14258	14515	14282	14918	14911	14474	14879	14558	14917	8537	14275	14381	14929	14169	15406	14507	14929	14357	14374	14281	14537	13869	6935	13845	13170	13866	14517	15592	15077	14996	14930	15023	14402	14265	14418	14771	14059	14170	14352	13903	13883	14549	14350	14117	14348	14331	15081	13331	14307	14292	14839	15282	14333	14226	14118	14276	14544	14274	14930	14858	15576	15613	14300	14912	15104	14324	13796	8388	13903	15588	14625	14348	14611	15125	14236	14413	14216	14184	14271	14335	13185	14311	14553	14267	13915	14518	14929	14135	15081	14533	14934	15371	14373	14342	13192	15085	14523	14263	14466	14921	13900	14535	14167	14924	14413	14920	15354	14279	14545	14903	14786	14988	14899	1174	13398	14304	14334	13678	14897	13901	15087	14949	14309	7211	13903	14344	14789	15570	14326	14909	14327	14324	15058	14884	14334	14517	7228	14555	14902	13421	14343	15059	14587	14757	15275	14917	13878	14028	14753	14709	15043	14467	14917	15092	14614	13790	14335	13852	7204	14560	14927	14287	14556	14528	15038	14998	15074	14346	14773	14361	14049	14470	13898	14268	13397	14823	14424	13871	14290	14335	15057	14369	15085	7217	14327	15381	14496	13891	14406	14276	14975	14388	8186	15411	13823	14150	14895	15094	13858	15377	15086	14499	14394	8205	14499	6901	14309	13715	14255	14393	14496	15230	13890	15203	15086	13570	13874	14927	15051	14413	15595
PG19	14618	14274	32	15933	15758	15652	14390	16259	41	15953	16245	14870	15509	15970	14744	16381	14751	14977	13900	15651	15613	14277	15762	15843	6501	16037	14582	16273	14466	15904	13881	15412	14994	15956	15838	14755	15808	15846	14906	15961	15734	14986	13897	15764	15827	15837	14589	16230	6472	15734	40	15954	14782	15462	15456	15733	14952	15417	14843	15947	13924	15864	13914	16240	16248	15471	14394	14927	15448	16360	14769	14999	15940	14753	14525	16230	14564	15951	15594	15959	6482	14269	14834	14960	15535	14994	39	15440	15566	16234	15448	15458	15315	14413	14408	13900	36	13878	16242	14262	0	16233	14880	45	16232	15933	15840	15385	14914	14834	14748	14627	6459	14771	33	36	15808	14814	13902	15735	6457	15657	15861	15912	16229	14844	31	16352	14797	37	48	15714	13881	15946	15939	14659	15621	15802	15957	15100	42	16200	15974	15489	16196	15704	16008	13931	13948	39	16451	14758	14731	14735	14711	14742	15748	16256	15825	15885	15959	15354	15420	15744	13915	14873	15422	14443	13901	14866	14744	15774	13898	15572	15450	13894	15803	14847	14894	43	15463	16800	13880	15593	14998	37	15747	41	15944	15489	16232	16266	54	15942	15703	13877	15867	15022	14800	16244	15270	13928	14869	7042	36	14405	37	14975	43	13915	14739	13879	15758	46	14887	15748	15951	14413	15513	15758	15959	16321	15138	13891	14702	15519	15744	34	14397	15944	15787	15756	14472	15940	15307	15941	16374	34	15781	15922	16279	15300	16062	14696	14903	13879	13885	15230	15908	14857	15706	15985	13895	14663	14856	13894	14910	16223	13898	15987	13912	13918	15659	15918	13899	14773	14690	15767	15923	14941	13899	15658	15802	14828	16222	15954	14821	15663	14813	15098	15477	14696	15946	15845	15516	15879	13877	14988	14649	15769	15952	13883	16458	15723	15812	15578	15683	13921	14889	13913	16084	14706	14785	36	14945	15364	14349	14763	23	13895	15552	13916	15841	14602	13902	16368	15722	14745	14393	13883	15386	13901	15734	16187	15631	15443	15760	15395	14744	16405	15844	15656	15295	15745	15721	15372	13900	14942	42	14581	15712	15857	14738	16777	15827	15657	14736	15969	15825	14400	16274
PG190	15207	15726	16254	16570	16285	16480	15884	115	16270	16632	108	14564	16285	5443	15231	5358	15291	14919	15035	14862	16412	15578	15027	16623	16173	16648	15153	128	16077	16503	14982	15637	15026	15711	15653	15279	16665	15310	16179	16598	16133	14961	15027	16102	15333	15688	15303	17090	16154	14922	16195	16562	15273	16662	15753	16730	15110	15759	14983	16572	15011	15738	15017	110	102	16665	15905	14989	15610	5359	15287	15214	16562	15213	15271	120	15869	16611	4785	16590	16181	15894	14863	14853	16610	14920	16174	15863	15372	113	15581	16679	15752	15896	15950	15103	16191	14991	5334	15575	16233	0	16109	16207	17115	16543	15307	16584	14999	15292	15233	15023	16170	15290	16202	16231	15298	14463	14981	16092	16103	15689	15703	16545	109	15139	16197	5354	15092	16187	16230	16089	15040	16591	16585	15681	16265	16148	16605	15397	16241	16097	16587	15806	6266	16068	16646	15068	15055	16255	16532	15228	15410	15212	15020	15241	16108	119	15299	16517	16572	15490	15748	15519	15144	16136	14794	14907	15023	14528	15223	16160	14996	16191	15722	14998	15343	15347	14973	16221	15077	17445	15000	14377	14880	16239	16139	16245	16536	15133	105	61	16261	16576	16506	15020	15731	15292	15300	119	14820	15118	15309	16234	16216	15899	16181	14893	16213	14991	15016	14968	16157	16242	14532	16124	16595	14921	15545	16113	16609	5405	14424	14991	15001	15526	16109	16260	14935	16567	15463	16122	14963	16541	14950	16544	5353	16238	16135	16544	16364	15560	16567	16289	14638	15086	14993	15387	16518	14545	16476	16652	15061	15250	14518	15036	16179	15960	15018	16594	15040	15091	16436	16562	14987	15646	15444	16119	16524	14691	15005	16455	16182	15110	16691	16607	14406	15392	15114	14181	15500	15600	16592	15352	15177	15726	15004	15011	15220	16123	16572	15053	16581	16124	15269	14633	16473	15024	16147	15011	15435	15619	15250	16246	14639	14986	14911	15259	16231	15018	17226	15037	15381	15160	14995	5349	16065	15242	15901	15066	15618	15086	16504	6263	15548	15281	17090	14919	15234	5375	15329	15990	14984	16554	16066	16349	15003	14893	16220	15558	16034	15577	15249	17486	15326	15512	15250	16613	15306	15901	96
PG191	15122	2866	14869	16260	15743	15750	2886	16151	14875	16294	16144	15215	15680	16223	14953	15570	14968	15017	15458	14552	15763	14764	15392	15814	15392	16329	15076	16145	3271	16158	15251	15695	14943	15497	15764	14974	15925	15489	49	16290	15392	15045	15260	15424	15479	15813	15156	16544	15362	15426	14838	16240	14988	15048	15116	16289	14402	14658	15276	16283	15259	15132	15259	16071	16135	15043	2882	14304	15331	15573	14987	15011	16266	14950	3237	16125	564	16292	15442	16276	15361	2562	15099	15022	15172	15046	14845	15000	14936	16117	15012	15030	15612	2906	2880	15341	14870	15246	15529	14773	14880	16109	0	14860	16534	16234	15476	15840	14292	14689	14946	15022	15357	14977	14872	14898	15477	15172	15244	15401	15337	14698	15149	16259	16134	15001	14886	15569	14980	14899	14864	15398	15451	16256	16262	3415	15165	15439	16297	15137	14897	15029	16278	15209	16043	15381	16326	15279	15287	14870	16089	14957	15258	14940	13496	14953	15404	16135	15491	16061	16281	15786	15479	14565	15377	33	14593	15359	15272	15211	14970	15430	15262	14232	15474	15265	15491	14657	15442	14886	15354	16947	15249	15054	15055	14874	15418	14898	16278	15356	16135	16159	14895	16278	15829	15271	15147	15049	14994	16138	15139	15495	15793	15412	14866	2908	14814	15112	14887	15252	13499	15219	15435	14843	15205	15406	16286	15342	15539	15425	16283	15585	14811	15245	13526	15557	15384	14901	14902	16273	15127	15430	15381	16279	14588	16284	15543	14865	15448	16279	15181	15356	16356	15290	14550	15474	15281	15000	16261	15205	15812	16306	15461	15162	15224	15266	52	15329	15289	16317	15296	15475	15779	16281	15255	3312	14897	15446	16267	14567	15255	15776	15455	14976	15578	16279	15167	14634	14968	15181	15505	3183	16293	15506	15293	15144	15251	15076	15118	15461	16277	15445	16091	15421	15466	15759	15806	15289	46	15252	14509	3197	14980	14916	14533	15684	14882	14970	14869	15261	15374	15273	15495	15083	15256	15572	15409	14947	2890	15475	15425	15338	16401	16049	14557	14473	15385	15924	14945	15590	15500	15457	14583	16390	15401	16000	15267	14389	14851	3499	15397	16224	14961	16796	15505	14634	14953	16287	15457	2898	16156
PG192	14610	14274	41	15940	15749	15653	14384	16225	49	15951	16219	14850	15511	15961	14750	16368	14751	14963	13883	15665	15617	14274	15736	15841	6490	16035	14577	16244	14464	15897	13888	15404	14994	15961	15809	14767	15802	15821	14894	15960	15712	14990	13899	15737	15811	15816	14576	16214	6463	15716	47	15952	14787	15450	15465	15726	14963	15386	14855	15946	13924	15861	13915	16212	16214	15464	14394	14927	15422	16351	14779	15007	15940	14746	14531	16205	14555	15952	15581	15953	6473	14271	14824	14957	15506	14990	45	15473	15570	16199	15451	15451	15304	14410	14409	13902	41	13880	16238	14258	45	16207	14860	0	16221	15927	15816	15368	14925	14847	14757	14615	6448	14778	42	44	15793	14808	13904	15711	6452	15655	15860	15911	16198	14862	43	16346	14828	46	27	15687	13869	15951	15941	14658	15615	15765	15961	15105	44	16219	15972	15508	16192	15676	16017	13935	13953	48	16436	14767	14736	14741	14720	14751	15712	16222	15798	15891	15965	15333	15385	15750	13911	14853	15405	14436	13902	14862	14758	15749	13903	15569	15424	13903	15791	14855	14879	49	15463	16800	13890	15610	14993	48	15717	47	15953	15481	16198	16235	54	15944	15707	13884	15871	15029	14794	16208	15263	13917	14855	7016	60	14405	46	14973	50	13921	14746	13885	15733	49	14871	15714	15957	14403	15510	15732	15966	16319	15127	13903	14709	15516	15711	46	14419	15951	15816	15737	14465	15941	15302	15949	16364	41	15760	15928	16279	15294	16065	14693	14911	13875	13894	15220	15912	14848	15702	15980	13890	14645	14834	13901	14894	16214	13907	16000	13918	13914	15659	15921	13902	14764	14689	15737	15924	14940	13898	15659	15769	14850	16219	15954	14808	15663	14833	15109	15476	14691	15949	15832	15505	15873	13882	14977	14632	15741	15956	13875	16446	15692	15788	15591	15681	13919	14868	13912	16083	14692	14792	42	14948	15361	14370	14763	35	13901	15536	13918	15816	14589	13904	16358	15693	14750	14404	13878	15384	13898	15716	16183	15663	15465	15758	15389	14742	16390	15829	15632	15287	15720	15696	15367	13903	14930	54	14583	15688	15868	14743	16762	15812	15681	14739	15970	15812	14395	16241
