snp-dists 0.7.0	CFKY01000001	CFNU01000001	CFVJ01000001	CGAL01000001	CGBO01000001	CGGD01000001	CGGJ01000001	CHCV01000001	CHDA01000001	CHJT01000001	CHJU01000001	CHYT01000001	CIDJ01000001	CIEZ01000001	CIFD01000001	CIJB01000001	CIJN01000001	CLIP01000001	CLKE01000001	CLMO01000001	CLMW01000001	CLND01000001	CLNJ01000001	CLNS01000001	CLNV01000001	CLOB01000001	CLOP01000001	CLQG01000001	CLQL01000001	CLRB01000001	CLSJ01000001	CLSM01000001	CLSR01000001	CLTR01000001	CLWS01000001	CLWZ01000001	CLXB01000001	CLXZ01000001	CLYE01000001	CLZG01000001	CLZW01000001	CMBG01000001	CMDD01000001	CMDL01000001	CMEW01000001	CMFA01000001	CNUJ02000001	CNUS02000001	CNVV02000001	CNVW02000001	CNVX02000001	CNVY02000001	CNXN02000001	CNXO02000001	CNXP02000001	CNXQ02000001	CNXR02000001	CNXS02000001	CNXT02000001	CNXU02000001	CNXV02000001	CNXW02000001	CNXX02000001	CNXY02000001	CNXZ02000001	CNYA02000001	CNYB02000001	CNYC02000001	CNYD02000001	COFK02000001	COFL02000001	COFM02000001	COFN02000001	COFO02000001	COFP02000001	COFQ02000001	CP035234	CP035235	CP035236	CP035237	CP035238	CP035239	CP035241	CP035242	CP035243	CP035244	CP035245	CP035246	CP035247	CP035248	CP035249	CP035250	CP035251	CP035252	CP035253	CP035254	CP035255	CP035256	CP035257	CP035258	CP035259	CP035260	CP035261	CP035262	CP035263	CP035264	CP035265	CP038251	CP038252	CP038253	CPLB01000001	CPNC01000001	CPNH01000001	CPNZ01000001	CPOL01000001	CPPA01000001	CPPE01000001	CPPK01000001	CPPS01000001	CPPY01000001	CPRA01000001	CPRF01000001	CPRJ01000001	CPRK01000001	CPRQ01000001	CPRX01000001	CPSC01000001	CPTA01000001	CPTM01000001	CPTT01000001	CPUH01000001	CPUO01000001	FITU01000001	FITV01000001	FITW01000001	FITZ01000001	FIUA01000001	FIUB01000001	FIUC01000001	FIUG01000001	FIUH01000001	FIUJ01000001	FIUK01000001	FIUL01000001	FIUN01000001	FIUQ01000001	FIUX01000001	FIVA01000001	FIVF01000001	FIVI01000001	FIVK01000001	FIVN01000001	FIWG01000001	FYON01000036	FYOS01000037	FYOV01000058	FYOX01000034	FYPD01000047	FYPF01000045	FYPI01000069	FYPJ01000054	FYPM01000037	FYPN01000071	FYPO01000064	FYPP01000050	FYPS01000035	FYPT01000038	FYPV01000110	FYPW01000051	FYPX01000039	FYPY01000040	FYPZ01000032	FYQC01000020	FYQF01000074	FYQH01000054	FYQI01000029	FYQP01000041	FYQX01000050	FYRC01000036	FYRD01000056	FYRG01000010	FYRQ01000047	FYRT01000027	NC_003028	NC_003098	NC_008533	NC_010380	NC_010582	NC_011072	NC_011900	NC_012466	NC_012467	NC_012468	NC_012469	NC_014251	NC_014494	NC_014498	NC_017591	NC_017592	NC_017593	NC_017769	NC_018594	NC_018630	NZ_CP018838	NZ_CP026670	NZ_CP027540	Reference	TVO_1901942	TVO_1901949
CNXY02000001	14680	13516	14330	15331	13998	14965	14892	14562	14512	14886	14517	14338	15273	15458	14282	15385	13911	14376	14081	19320	15554	15649	15242	17055	15593	16557	15331	15078	3385	16455	15887	16496	15123	14287	14091	14123	17463	14426	14420	14907	13925	16187	15420	16228	13818	19984	14760	15786	14514	14808	15531	15119	14840	14855	14551	14650	15482	17547	14399	14553	16707	14767	14949	0	15125	15087	14333	14414	15444	15134	14758	15299	15230	14595	15866	14797	14811	14818	15094	16933	14394	15868	14557	15068	15223	14823	14834	15175	15195	15308	15363	15804	14699	14796	14518	14555	14600	14358	15183	13831	13809	14377	15171	15931	15507	14244	14302	14639	15530	15277	15253	14277	15067	14517	14393	15481	15279	14057	16519	13660	15214	14832	17718	14854	14633	14335	15811	14943	15108	15059	13849	15534	14473	14490	14634	14457	14475	14643	14658	14485	14455	14472	14655	14457	14607	14491	14469	14670	14467	14876	14499	14666	14405	14644	14682	15325	14347	14911	14919	14820	14790	14527	14985	14614	14774	15018	14570	13961	15236	14406	14601	14761	14601	14540	14504	14671	14877	14910	14779	14748	14698	14840	14670	15882	14378	14380	18612	17161	14423	16699	16400	14617	15136	16898	16658	14429	15346	15444	14794	16218	17766	16946	14305	19787	16699	14373	15882	14768	14584
CNXZ02000001	14128	14883	13954	14082	14523	15433	15023	15071	13550	15338	14146	14873	15564	14891	14091	15425	14999	15059	14514	19092	14415	15829	15213	17337	15775	15858	14550	15584	15933	16637	16324	16655	15916	14945	14522	15327	17758	15254	15429	13740	15051	16646	15064	16694	14894	20197	15405	15332	13774	15609	15485	331	14703	13925	15081	14307	15460	17551	9803	13879	16718	14292	15889	15125	0	16167	14866	14934	15408	91	15074	14600	15033	13902	15288	14029	14086	14041	15065	16838	14039	14959	15047	14435	14653	14414	15634	15673	15694	15647	15282	14927	13935	13972	9871	9828	15575	15444	15112	14623	14618	14680	15389	14564	14324	14262	14177	14322	14956	14951	14831	13881	16454	13857	14940	14097	14810	14769	15837	14664	14539	14384	16533	14715	15711	14557	14251	13925	15124	14957	14874	15119	15798	15808	15487	15793	15802	15863	15861	15810	15781	15782	15868	15767	15851	15835	15781	15880	15793	15950	15819	15507	14471	14285	14240	14684	14835	13721	13684	14327	15651	15598	14755	14255	14340	15046	14192	14672	15594	14912	13879	14655	15101	14229	14986	14866	13663	14168	15105	14089	14938	15315	14235	14973	14069	14017	18582	15898	14855	15941	14848	15757	14821	16804	16655	14901	15711	15306	15599	15039	17569	16360	15784	19516	15941	14018	14976	15577	15066
CNYA02000001	15513	15120	15366	15956	15832	15786	16051	14905	15563	15823	15295	15821	16779	15921	15080	16251	16168	15858	15226	19259	16239	16301	16151	18044	16185	17220	16023	15223	15256	17346	16184	17349	16339	15560	15240	15014	17405	14571	14866	15352	14894	16391	15853	16430	14499	20586	15711	16048	14741	15742	15977	16196	15991	15145	15759	15808	15951	17551	15519	14782	16716	15177	15208	15087	16167	0	15479	15557	15891	16240	15988	15760	15985	14804	16730	15869	15917	15887	16417	16925	15396	17063	15181	15804	15652	16025	15754	16033	16055	16528	16378	17014	15127	15219	15626	15646	15499	15587	16105	15147	15160	15630	15982	16323	16418	15689	15689	15812	16300	16045	16105	15181	15769	15532	15878	16043	16048	15429	16917	15379	15767	15647	17164	15495	15627	16109	16482	15690	16065	15925	15236	16312	15839	15833	15793	15805	15847	15925	15903	15818	15821	15831	15922	15801	15832	15872	15836	15944	15811	15837	15854	15809	15797	15792	15875	15573	15612	16034	16021	15999	15701	15474	16168	16145	15189	15914	15724	15348	16057	15668	15136	15981	15908	16119	15761	16041	16004	15293	15309	15188	16111	16157	15867	17078	15418	15403	18936	17550	15798	17343	16707	16043	15527	16915	16664	15624	16281	16464	15723	17061	17513	17381	15588	20198	17343	15388	17078	15731	15216
CNYB02000001	14059	14255	14213	14540	14837	15246	14802	13813	14109	15166	13997	13569	15793	14801	14422	15238	12985	11799	14367	18405	15131	15030	15426	16895	15069	16095	15085	15113	14991	16331	16000	16371	15646	14520	14379	14959	17862	15293	15163	14712	14351	16315	15376	16350	14358	19645	15355	15452	14138	14199	15647	14938	14697	14411	12558	14162	15647	17129	14473	14171	16204	14507	15685	14333	14866	15479	0	225	15571	14945	14787	15087	14719	14196	14364	14077	14126	14068	15050	16432	14595	14858	5251	14378	14318	14368	14251	15561	15575	15293	14612	14799	14313	14378	14597	14567	15343	15257	14782	14181	14167	9417	11221	15253	15227	14483	14503	14165	14629	14855	14026	14135	15970	14162	13628	14506	14463	14079	16128	14244	14790	14365	16813	13696	14551	13291	15468	14597	15034	14690	14185	15539	15305	15326	15395	15318	15307	15354	15351	15317	15275	15283	15348	15278	15375	15333	15263	15378	15292	15263	15275	15429	14213	14129	14650	14604	646	14231	14208	14653	14233	15269	14501	14487	14436	15158	14591	14383	15526	13303	14193	14352	14496	14471	857	14725	14202	14626	13709	14355	14791	14706	14641	14874	14555	14572	18957	16488	12162	16203	15390	15158	14943	16409	16133	198	15087	15409	14205	15907	17423	16067	14916	19510	16203	14556	14877	14235	5269
CNYC02000001	14167	14330	14313	14593	14924	15316	14845	13892	14210	15233	14109	13667	15835	14850	14503	15260	13031	11892	14408	18460	15192	15068	15524	16920	15114	16192	15116	15224	15051	16358	16049	16394	15714	14566	14436	15026	17917	15357	15246	14757	14386	16372	15363	16406	14371	19730	15439	15513	14187	14289	15716	15012	14766	14410	12656	14189	15690	17143	14554	14249	16274	14565	15787	14414	14934	15557	225	0	15616	15025	14838	15160	14805	14274	14434	14083	14149	14088	15154	16532	14679	14916	5406	14453	14374	14407	14358	15674	15675	15347	14672	14851	14371	14439	14688	14667	15415	15340	14863	14216	14196	9520	11311	15295	15273	14514	14534	14194	14743	14937	14086	14237	16061	14269	13696	14573	14518	14085	16216	14308	14861	14467	16902	13744	14678	13371	15511	14637	15100	14811	14229	15589	15302	15322	15389	15326	15303	15354	15346	15314	15273	15277	15346	15277	15401	15322	15260	15373	15279	15269	15278	15420	14274	14160	14727	14491	801	14314	14278	14729	14317	15350	14532	14540	14490	15217	14661	14420	15620	13382	14241	14466	14571	14515	1037	14813	14277	14700	13786	14424	14892	14796	14726	14931	14644	14658	19076	16549	12244	16300	15447	15169	15006	16509	16209	356	15183	15453	14310	15946	17523	16133	14945	19576	16300	14642	14933	14345	5408
CNYD02000001	15423	14215	15027	15636	15693	15672	14036	13775	15112	15592	15315	14920	16668	15921	14769	14355	15073	15709	15288	19033	15746	15844	15993	17946	15808	17191	15940	15457	15715	17490	16053	17512	16291	15537	15262	14927	17947	15136	15182	14797	14582	16379	15636	16421	14380	20792	15711	16200	15151	14837	73	15511	15753	15543	15755	14450	78	17459	15202	15222	16819	15275	15742	15444	15408	15891	15571	15616	0	15464	15672	15480	16028	15281	16258	14543	14537	14518	16228	16945	14425	16457	15539	15472	15561	14545	14851	15827	15829	15879	15933	16450	15175	15290	15297	15318	15557	15558	16085	14464	14488	15414	15817	15883	15814	14838	14917	14434	16106	16018	15365	15070	16299	15138	14982	15702	15372	13864	16584	14704	16136	15670	17298	15069	15327	14578	15807	15146	14000	12304	14116	14970	16484	16488	16324	16533	16490	16581	16586	16493	16460	16454	16595	16446	16411	16507	16453	16598	16466	16469	16513	16343	15289	14444	15686	14860	15602	16276	16260	15877	14925	15614	14844	15336	15244	15388	15760	14584	15763	14880	15261	15615	15794	15313	15801	15643	16245	15724	15417	15187	15697	15983	15673	16470	14438	14410	19041	17183	15610	17211	16049	16495	15922	16924	16760	15619	16362	15848	14799	16441	17594	16646	15985	20403	17211	14401	16471	14794	15550
COFK02000001	14172	14914	14007	14113	14548	15526	15050	15125	13586	15398	14188	14933	15590	14963	14198	15448	15053	15136	14564	19164	14517	15854	15247	17412	15805	15920	14636	15653	15945	16727	16350	16749	15949	14998	14572	15384	17816	15320	15513	13794	15160	16682	15115	16728	14979	20274	15450	15400	13854	15671	15563	333	14741	13982	15139	14403	15520	17593	9826	13969	16795	14356	15930	15134	91	16240	14945	15025	15464	0	15131	14660	15108	13994	15395	14116	14180	14129	15082	16944	14094	15040	15142	14534	14746	14513	15702	15770	15792	15735	15361	15003	14007	14049	9907	9867	15641	15512	15197	14666	14659	14741	15505	14641	14406	14310	14232	14417	15070	15020	14895	13920	16484	13865	14974	14122	14922	14812	15886	14688	14553	14432	16637	14759	15778	14613	14322	14004	15136	15034	14924	15174	15870	15890	15563	15878	15877	15933	15937	15891	15858	15857	15941	15844	15903	15908	15861	15958	15863	16030	15899	15581	14532	14389	14310	14775	14928	13803	13765	14393	15704	15647	14846	14313	14424	15078	14297	14705	15693	14970	13939	14727	15157	14282	15081	14913	13750	14248	15187	14169	14989	15370	14307	15054	14117	14066	18618	15965	14945	16013	14936	15835	14918	16913	16738	14991	15797	15373	15662	15156	17676	16401	15861	19584	16013	14071	15057	15638	15161
COFL02000001	14334	14255	13757	14479	14993	15507	14728	15054	13882	15356	13919	14436	14995	14686	7558	14904	14500	14989	14690	19122	14463	14949	15131	16875	14905	15676	14502	15258	15198	16312	16221	16343	15318	15690	14717	15403	17443	15452	15543	14794	15192	16537	15190	16562	15002	19484	15057	15061	13692	15149	15739	15146	14837	13858	14862	14802	15716	17123	14420	13845	16316	13960	15438	14758	15074	15988	14787	14838	15672	15131	0	14707	14710	13896	15775	14497	14531	14507	14347	16654	13887	15947	14499	15335	15598	14929	15172	15481	15502	15844	14765	15930	13653	13710	14539	14537	14898	14939	14775	14270	14264	14639	15146	14883	14637	8200	8121	14811	15637	14850	14706	13706	15825	14133	14509	14618	15004	14634	15879	14187	14710	14438	16878	14105	14913	14627	14696	13849	14690	15165	14364	14975	15365	15390	15439	15431	15372	15460	15473	15370	15354	15363	15475	15358	15230	15402	15363	15487	15343	15355	15332	15465	14852	14787	15022	14668	14900	15140	15122	15132	15119	14824	15162	15121	14090	9087	15009	14338	15442	14365	13752	14953	1227	15074	15023	14761	15104	14006	14805	13724	14811	1423	15019	15958	13928	13886	18931	16189	15138	15783	14629	15227	14973	16621	16302	14866	15274	14888	15140	15374	17524	16716	14951	19305	15783	13856	15958	15158	14525
COFM02000001	14538	14698	14440	14588	15000	15306	13693	14106	14523	15269	14578	15382	13221	14624	14271	12853	15357	14851	14802	18683	14789	13148	14530	14472	13048	16056	14885	15535	15740	13672	15947	13691	16440	15594	14830	15594	17417	15411	15590	15292	15005	16251	14646	16287	14911	19827	15858	15792	14395	15094	15556	14714	14150	14906	14972	14684	15555	17043	13938	14517	15724	14770	15031	15299	14600	15760	15087	15160	15480	14660	14707	0	14476	14572	15433	14034	14102	14054	10343	16373	14179	14830	14466	14415	14486	14781	15133	15399	15419	15814	15348	14800	14201	14352	14043	14029	15968	15783	14214	14542	14545	14774	15227	8350	6000	14398	14554	14670	15442	14488	15744	14322	16391	14412	15432	14572	14734	14714	15795	14717	14720	14672	16361	15473	15117	15367	6035	14292	12933	14966	14582	13566	15074	15074	14839	15197	15065	15120	15127	15064	15075	15045	15150	15037	14942	15107	15020	15158	15036	15490	15068	14877	14137	14683	14804	14250	15168	14424	14408	14972	15093	15803	15058	14452	14807	14644	14352	14679	15348	15649	14449	14122	14779	14406	15358	15325	14397	14824	15321	14245	15372	15037	14799	14846	14242	14189	19002	9187	14862	16097	15841	15046	14457	16354	15707	15194	15596	15387	15071	6953	17225	16046	14713	19229	16097	14168	14848	15078	14503
COFN02000001	14642	13573	14975	14183	15142	15744	14895	14961	14381	15735	14678	14910	15348	4142	14577	14576	15312	15152	14910	18264	14861	15061	15191	16922	14937	15697	14937	15376	15698	15751	16528	15781	16268	15521	14923	15572	17095	15452	15531	15129	14742	16833	14952	16864	14773	19927	15694	15081	13865	15200	16096	15050	14908	14206	15493	14985	16069	17731	15368	14004	16408	14129	15911	15230	15033	15985	14719	14805	16028	15108	14710	14476	0	14073	15506	14778	14851	14817	14558	17269	15046	15526	14740	14966	15157	15080	15236	15927	15950	15005	14537	15497	13972	13093	15473	15526	15567	15447	1490	14687	14669	14381	15181	15391	14780	14705	14754	14964	14908	1311	15374	14869	16368	14525	14948	14225	14963	14753	15601	14490	14805	15017	16623	14528	15070	15181	15052	13792	14351	15022	14861	15006	15318	15305	14959	15421	15300	15472	15482	15330	15294	15299	15516	15293	15375	15337	15288	15483	15282	15301	15316	14959	15159	14979	14751	15384	14755	15061	15029	14991	15128	15374	15409	14632	14062	14686	14540	14766	15838	14836	13977	14946	14625	14574	14943	14920	14996	14291	15150	14023	14970	14913	14779	15541	15077	15018	19254	16365	15510	15703	15065	15270	14118	17239	16363	14757	15931	14537	15183	15496	18034	16693	15254	8150	15703	14978	15541	15197	14788
COFO02000001	13916	13957	13810	10041	13850	15476	14025	13785	13772	15424	13925	14186	15296	14105	13754	14335	14136	14115	14083	18730	11738	15283	14870	16964	15143	12471	11691	14940	15031	16160	15839	16200	15754	14966	14098	14603	17219	14232	14307	14365	14027	16132	14529	16174	13923	19436	15203	3582	643	14926	15373	13930	14253	2497	14327	14379	15337	15739	14262	121	14860	2602	15017	14595	13902	14804	14196	14274	15281	13994	13896	14572	14073	0	13776	14226	14296	14262	14547	15707	14470	15146	14113	14261	14727	14489	14958	15507	15516	14842	15286	15106	2239	3035	14388	14383	14928	15006	14245	13803	13804	14265	14888	15300	15167	13673	13690	14394	14335	14022	14413	13651	16115	13725	14217	9635	13910	13990	11975	13690	14016	14226	16242	14383	15151	14045	15310	8376	13539	14544	14136	14774	14604	14609	14350	14670	14601	14698	14694	14617	14587	14593	14706	14577	14682	14640	14556	14729	14579	14982	14610	14366	14403	14388	14213	14903	13916	14389	14357	14310	14984	15056	14794	14315	2549	14060	13116	13971	15484	14434	2016	14242	13910	14292	14062	14430	14340	2546	14240	2500	14462	14189	14214	15156	14513	14444	19025	16238	14165	12380	12084	14485	14453	15694	14797	14394	14891	15198	14926	15874	16211	16235	14584	18296	12380	14434	15159	14933	14134
COFP02000001	13646	14940	14096	14442	15520	16184	15756	14968	13940	16103	13645	15628	16804	15338	15113	16103	15080	14805	15071	19898	15240	16294	16364	17867	16417	16414	15445	16510	16553	17322	16669	17367	16889	16153	15054	16218	18495	15399	15609	15670	15540	17062	15005	17102	15433	20656	15125	14377	13734	15793	16296	15381	14298	13866	15526	15086	16262	17682	15398	13739	16755	13506	16165	15866	15288	16730	14364	14434	16258	15395	15775	15433	15506	13776	0	15140	15207	15183	15730	17259	15121	6353	14893	14810	14981	15150	15855	16331	16348	15747	16108	6320	13602	13866	15520	15523	16070	15840	15683	14959	14942	14882	14963	15784	15373	15333	15392	15062	5505	15637	15666	14044	16832	13647	15676	14410	15798	15013	16336	14897	14947	13858	10356	15649	15908	15388	15812	14167	15767	15882	15083	16054	16201	16233	16255	16233	16259	16339	16354	16251	16188	16193	16364	16190	16315	16249	16195	16374	16218	16581	16210	16243	14686	15087	15346	15941	14236	14801	14768	15533	15776	15970	15475	15142	13551	15267	14381	14976	16348	15890	13465	14263	15743	15079	14452	15253	14717	13985	15520	13710	15308	16037	15339	6368	15049	15050	20188	17151	15349	16458	15617	16430	15981	17257	16722	14373	16401	16309	15761	16045	18117	17001	16068	20288	16458	15030	6368	15809	14910
COFQ02000001	13999	14438	14031	14381	14767	14837	13783	14420	13697	14785	13809	14490	15018	14677	13796	14485	14629	14516	13860	18889	14979	14828	15028	17531	14848	16110	15073	15391	15388	16380	15433	16405	15992	14960	13879	15233	17675	15002	14963	14170	14869	15787	14629	15817	14795	20058	15376	15269	14026	14605	14602	14126	14007	14396	14738	2410	14581	16975	13546	14184	16175	14245	15138	14797	14029	15869	14077	14083	14543	14116	14497	14034	14778	14226	15140	0	166	140	14618	16303	14065	14521	13881	14342	14532	2029	14607	15147	15180	15071	14811	14468	14200	14187	13635	13631	15333	15274	14908	14201	14195	13839	14928	14624	14345	13646	13635	2388	14569	14907	14808	13935	15556	13865	14552	14374	14018	14675	16046	14248	14087	14313	16235	14088	15150	14465	14426	14171	14425	14130	14304	14731	15630	15649	15477	15668	15653	15755	15746	15662	15627	15627	15765	15594	15761	15673	15633	15790	15623	15643	15648	15473	13813	2833	14355	14255	13917	14721	14724	14494	14559	15268	3186	13570	14284	14231	14564	14228	15075	14511	13913	14115	14513	13526	14097	14716	14668	14556	13696	14204	14766	14782	14356	14538	14076	14055	18701	15919	14520	16132	14992	15377	14417	16277	16117	14131	15544	14794	14581	15253	17158	16031	15213	19551	16132	14020	14539	14610	13907
CP035234	14025	14472	14097	14444	14817	14849	13776	14409	13718	14794	13823	14529	15096	14727	13844	14479	14663	14564	13907	18907	15045	14897	15070	17576	14918	16173	15108	15417	15408	16447	15516	16471	16020	15040	13936	15283	17751	15062	15006	14201	14934	15858	14708	15888	14866	20070	15462	15340	14094	14706	14591	14179	14053	14474	14800	2364	14573	17008	13597	14259	16197	14306	15201	14811	14086	15917	14126	14149	14537	14180	14531	14102	14851	14296	15207	166	0	112	14661	16350	14125	14577	13986	14411	14606	1982	14732	15209	15239	15124	14895	14522	14293	14267	13716	13716	15435	15376	15016	14247	14248	13921	14982	14706	14451	13713	13710	2342	14647	15018	14856	13977	15616	13887	14590	14426	14057	14709	16108	14255	14143	14344	16281	14128	15214	14501	14494	14242	14438	14113	14355	14756	15716	15731	15567	15753	15736	15839	15828	15748	15704	15709	15847	15669	15846	15753	15715	15874	15697	15722	15730	15557	13876	2783	14410	14324	13989	14804	14814	14538	14686	15361	3149	13612	14361	14297	14617	14246	15146	14574	13977	14162	14547	13577	14165	14772	14772	14616	13769	14281	14809	14813	14395	14594	14127	14103	18792	16004	14596	16188	15094	15473	14524	16328	16158	14218	15614	14876	14715	15352	17202	16107	15271	19641	16188	14074	14600	14730	14002
CP035235	13990	14462	14050	14411	14767	14789	13749	14381	13700	14740	13815	14501	15063	14729	13824	14460	14636	14539	13869	18885	15009	14857	15041	17556	14881	16141	15088	15431	15421	16414	15449	16440	16019	14996	13897	15244	17690	15010	14950	14190	14901	15790	14669	15826	14829	20044	15413	15304	14059	14680	14578	14142	13984	14424	14762	2378	14554	16956	13548	14223	16141	14272	15132	14818	14041	15887	14068	14088	14518	14129	14507	14054	14817	14262	15183	140	112	0	14650	16300	14056	14597	13922	14347	14542	1993	14721	15138	15165	15056	14845	14543	14245	14235	13658	13657	15398	15331	14991	14242	14244	13865	14962	14658	14407	13680	13674	2357	14617	14993	14846	13942	15581	13862	14567	14396	14052	14679	16066	14217	14118	14312	16275	14090	15179	14462	14450	14207	14404	14099	14300	14736	15659	15682	15509	15706	15676	15780	15774	15693	15654	15654	15792	15614	15789	15698	15663	15822	15642	15662	15668	15497	13824	2784	14375	14274	13935	14783	14780	14502	14669	15306	3156	13603	14329	14296	14577	14237	15063	14531	13939	14124	14521	13560	14119	14757	14737	14571	13729	14237	14809	14793	14354	14614	14057	14040	18738	15968	14569	16173	15067	15416	14480	16275	16107	14159	15594	14824	14696	15305	17152	16034	15226	19621	16173	14009	14621	14708	13945
CP035236	14433	14317	14297	14618	15366	15592	12676	14498	14344	15502	14394	15156	11544	14746	14623	11443	15153	15165	15093	18287	14930	12050	14546	12793	11788	15986	14937	15268	15551	12484	16818	12491	16132	16333	15066	15563	17697	15778	16076	15223	15835	17164	15122	17179	15648	19649	15624	15433	14433	15626	16295	14995	14920	14790	15297	15699	16268	17994	14249	14521	16819	14603	16158	15094	15065	16417	15050	15154	16228	15082	14347	10343	14558	14547	15730	14618	14661	14650	0	17454	14835	15215	14850	15021	15070	15822	15690	15715	15728	16461	15803	15138	14403	14456	14381	14395	15727	15779	14382	14008	14012	15508	15697	11982	11210	14462	14613	15719	15787	14508	16121	14171	16698	14383	15188	14677	14592	14737	15720	14188	15171	14530	16335	14896	15507	15052	11294	14514	11559	15417	14667	11849	15313	15339	15013	15257	15305	15370	15416	15340	15316	15308	15417	15304	14999	15355	15344	15417	15323	15290	15342	15050	15177	15707	15234	13893	15068	14234	14213	15449	15619	15560	16068	15128	14521	14726	14563	14155	15553	15063	14315	15004	14624	15060	15190	14718	14217	14700	15418	14429	14798	14870	15222	15229	14852	14799	19608	13179	15170	16113	15390	15318	15154	17450	16812	15163	15784	15808	15631	12145	18372	16961	15186	19304	16113	14793	15233	15594	14886
CP035237	16263	16294	16131	16102	16578	17105	16891	15715	16001	17024	16162	16335	17550	17086	15756	17120	16524	16366	15936	19629	16397	17261	16667	18431	16966	17169	16314	16455	16786	17258	16445	17255	16549	16444	15907	16306	18855	16567	16707	16057	16069	16366	16745	16389	15787	21315	16481	16537	15549	16028	17058	16926	16403	15860	15708	16245	17015	4162	16163	15656	4601	15635	15642	16933	16838	16925	16432	16532	16945	16944	16654	16373	17269	15707	17259	16303	16350	16300	17454	0	16641	17586	16606	16427	16477	16403	16050	17210	17206	17137	17140	17545	15706	15918	16314	16327	16624	16467	17268	16079	16099	16203	16711	16964	16775	15969	15841	16248	17239	17206	16728	16053	16497	16057	16403	16282	16855	16078	17190	16082	16828	16479	18385	16093	15837	16405	16895	16001	16658	16957	15839	16991	17115	17119	16972	17174	17102	17105	17139	17116	17077	17092	17149	17065	17094	17155	17088	17155	17101	17075	17089	17005	16373	16246	16721	16127	16506	17005	16971	16873	15997	16564	16628	16665	15721	16219	16517	16306	17009	16276	15694	16278	16709	16628	16670	16606	16954	16044	15727	15787	16675	16927	16734	17600	16666	16622	19922	17877	16019	17316	16826	17310	16279	23	4509	16544	16753	17082	15991	17409	2849	18200	16733	21083	17316	16609	17606	15992	16625
